Name,Phone,Address,City,State,Zip,County,Age
Camp Hawkins,(770) 463-3344,800 Rudeseal Road,Mt Airy,GA,30563,Fulton,19 to 21
Camp Hollywood (Metro),(770) 234-9111,3825 Presidential Parkway Suite 103,Atlanta,GA,30340,DeKalb,19 to 21
Camp Lakey Gap,828-669-6301,Christmount Camp Lakey Gap/222 Fern Way,"Black Mountain,",NC,28711,,19 to 21
Camp MIGS,(770) 939-1100 EXt 102,2137 Flintstone Drive,Tucker,Georgia,30084,DeKalb,19 to 21
Camp Sparrowood - United Methodist Church,706-864-6181,690 Camp Glisson Road,Dahlonega,GA,30533,Lumpkin,19 to 21
CareStar,(478) 314-7770,Northside Square Office Park 3312 Northside Drive Suite A140,Macon,GA,31210,Bibb,19 to 21
Carl McKinney,,1718 Rosewood Drive,Griffin,GA,,Spalding,19 to 21
Carroll County Family Developmental Disability (CCFDD),404-451-8105,239 Martin Road,Carrollton,GA,30116,Carroll,19 to 21
Cedar Springs Industries,770/749-2229,P.O. Box 261,Cedartown,GA,,Polk,19 to 21
Center for New Beginnings,706-437-0505,727 West 6th Street,Waynesboro,GA,30830,Burke,19 to 21
Center for Psychological & Educational Assessment,770-352-9952,54 South Avenue,Marietta,GA,30060,Cobb,19 to 21
Central (Fulton) Training Center -,404-752-8766,"425 Langhorn St., SW Central Center",Atlanta,GA,30310,Fulton,19 to 21
Central Georgia Autism Support Group Inc.,478-956-4204,210 Castlegate Road,Macon,GA,,Bibb,19 to 21
"Cerebral Matters, LLC",404-493-0962,"6100 Lake Forrest Drive, NW Suite 108",Atlanta,GA,,Fulton,19 to 21
ChanceLight Autism Services Athens,(706) 389-1146,135 Athens West Pkwy Ste C,Athens,GA,30606,Clarke,19 to 21
ChanceLight Autism Services Augusta,(762) 222-7629,3830 Washington Rd Ste 2,Martinez,GA,30907,Columbia,19 to 21
ChanceLight Autism Services Decatur,(678) 973-1680,1549 Clairmont Road,Decatur,GA,30033,DeKalb,19 to 21
ChanceLight Autism Services Dunwoody,(404) 480-3842,"5488 Chamblee Dunwoody Road, Suite 7",Dunwoody,GA,30338,Fulton,19 to 21
ChanceLight Autism Services Macon,(478) 845-5415,1760 Bass Road,Macon,GA,31201,Bibb,19 to 21
ChanceLight Autism Services Marietta,(678) 905-0840,1511 Johnson Ferry Road,Marietta,GA,30062,Cobb,19 to 21
ChanceLight Autism Services McDonough,(770) 615-6202,1233 Eagles Landing Pkwy Suites A/B,Stockbridge,GA,30281,Henry,19 to 21
ChanceLight Autism Services Savannah,(912) 988-1444,613 Stephenson Ave Ste 206,Savannah,GA,31405,Chatham,19 to 21
ChanceLight Autism Services Warner Robins,(478) 225-3880,820 Duke Ave,Warner Robins,GA,31093,Houston,19 to 21
Chastain Horse Park Summer Camp,(404) 252-4244 ext. 1,4371 Powers Ferry Road,Atlanta,GA,30327,DeKalb,19 to 21
Chattahoochee Valley ASD Study Committee,(509) 929-6449,,,GA,,Fayette,19 to 21
Children and Family Programs at KSU,(470) 578-2233,Kennesaw State University 402 Bartow Avenue,Kennesaw,GA,30144-5591,Cobb,19 to 21
Christy Kennedy,404 378-5734,234 East Parkwood Road,Decatur,GA,30030,DeKalb,19 to 21
CIP Summer Program Experience,877-566-9247,CIP National Office 199 South St,Pittsfield,MA,1201,,19 to 21
Circus Arts Therapy,(404) 549-3000,2969 East Ponce De Leon Avenue; Suite 370,​Decatur,GA,30030​,DeKalb,19 to 21
City of Roswell - Therapeutic Recreation Program,770-641-3950,"38 Hill Street, Suite 100",Roswell,GA,30075,Fulton,19 to 21
Clayton County Community Service Board,844-438-2778,157 Smith Street,Jonesboro,GA,30236,Clayton,19 to 21
Cobb Autism Support,404.987.253,"Spectrum Psychological Services. 2551 Roswell Road, Suite 525",Marietta,GA,30062,Cobb,19 to 21
Cochran Day Program,(478) 477-7764,181 Cherry Street,Cochran,GA,31014,Bleckley,19 to 21
Columbus Community Services (Southwest),229-435-3212,235 Roosevelt Avenue Suite 455,Albany,GA,31701,Dougherty,19 to 21
"Communication Interventions, Inc.",(404) 720-4278,2025 Cogar drive,Decatur,GA,30032,DeKalb,19 to 21
Community Autism Program (CAP Program),404-785-9350,Marcus Institute 1920 Briarcliff Road,Atlanta,GA,,DeKalb,19 to 21
Community Service Board of Middle Georgia,(478) 272-1190,2121 A Bellevue Road,Dublin,GA,31021,Laurens,19 to 21
Compass Behavioral & Developmental Consultants LLC - Hinesvilles,(800) 832-9419 ext 1,"740 East General Stewart Way, Suite 108",Hinesville,GA,31313,Liberty,19 to 21
Compass Behavioral & Developmental Consultants LLC - Thomas,(800) 832-9419 Ext. 1,602 Victoria Place Suite A,Thomasville,Ga,31792,Thomas,19 to 21
Compass Behavioral & Developmental Consultants LLC - Valdosta,(229) 412-8866,2225 Bemiss Rd Suite D,Valdosta,GA,31602,Lowndes,19 to 21
Compass Behavioral & Developmental Consultants LLC -Warner Robins / Macon Area,(800) 832-9419 Ext. 1,402 Corder Rd Suite 400,Warner Robins,GA,31033,Houston,19 to 21
"Compass Coordination, Inc.",(678) 372-6626,1124 N. Tennessee Street Suite 103,Cartersville,GA,30120,Bartow,19 to 21
Connections School of Atlanta,(404) 602-9404,1017 Edgewood Ave NE,Atlanta,GA,30307,DeKalb,19 to 21
Conyers Day Center,,2062 Eastside Drive SE,Conyers,GA,30013,Rockdale,19 to 21
Cora Lee Institute,770-634-2349,"3080 Highlands Pkwy SE, Suite A",Smyrna,GA,30082,Cobb,19 to 21
Core Care Women's and Children's Wellness Physical Therapy,404-487-8491,"1585 Old Nocross Road, Ste 201B",Lawrenceville,GA,30046,Gwinnett,19 to 21
Core Health Provider Services,(678) 772-7415,"2131 Kingston Court, Suite 108",Marietta,GA,30060,Cobb,19 to 21
Core Therapy Services - Fayette,(678) 626-0557,"100 Glendalough Court, Suite A",Tyrone,GA,30290,Fayette,19 to 21
Corral,770-254-0840,"Coweta Organization for Riding, Rehabilitation and Learning 21 Oliver Potts Road",Newnan,GA,30263,Coweta,19 to 21
"Courageous Hope, Inc.",(919) 455-7117,2140 McGee Road Suite C-600A,Snellville,GA,,Gwinnett,19 to 21
Creative Behavior Consulting,(570) 982-9436,342 The Chace,Sandy Springs,GA,30328,Fulton,19 to 21
Crystal Jordan,(404) 468-2164,,Atlanta,GA,30311,Fulton,19 to 21
CSS Healthcare Services-Developmental Disabilities Program,770-302-1383 X 106,8896 Tara Boulevard # 200,Jonesboro,GA,30236,Clayton,19 to 21
Day of Beauty,404-502-7491,2860 Jonesboro Road,Atlanta,GA,,Fulton,19 to 21
DBHDD Region 3 Office,(404) 244-5050,3073 Panthersville Road. Building 10,Decatur,GA,30034,DeKalb,19 to 21
DBHDD Region 5 Office,(912) 303-1670,1915 Eisenhower Drive Building 2,Savannah,GA,31406,Chatham,19 to 21
DBHDD Region 6 Office,(706) 565-7835,3000 Schatulga Road Building 4,Columbus,GA,31907,Muscogee,19 to 21
Developing Minds Treatment Center - Dekalb,(478) 238-4774,220 Ponce de Leon Place,Decatur,GA,30030,DeKalb,19 to 21
Developing Minds Treatment Center - Macon,(478) 238-4774,"1760 Bass Rd, Suite 101",Macon,GA,31210,Bibb,19 to 21
"Developmental Crossroads, LLC",770-428-1128,2854 Johnson Ferry Road Suite 150,Marietta,GA,,Cobb,19 to 21
Diversified Enterprises,229-386-3560,192 South Virgina Avenue Suite 100,Tifton,GA,31794,Tift,19 to 21
Douglas County Disabilities Coalition,(770) 402-4711,(ED) PO Box 985,Douglasville,GA,30133-0985,Douglas,19 to 21
Dr. June Kaufman,(678) 944-7670,1244 Clairmont RD NE,Decatur,GA,30030,DeKalb,19 to 21
Dr. Sandy Wilson,770-251- 5873,"Lighthouse Counseling Center, PC 121 Jackson Street",Newnan,GA,30263,Coweta,19 to 21
Dr. Sara Mahan,(770) 452-5353,"1745 Old Spring House Lane, Suite 415",Dunwoody,GA,30338,Fulton,19 to 21
Dream Quest Equine-Facilitated Psychotherapy,770-330-4295,1996 Kilcrease Road,Bethlehem,GA,30620,Gwinnett,19 to 21
DreamPower Therapeutic Equestrian Center,770-720-1910,123 Equest Drive,Canton,GA,,Cobb,19 to 21
Dreamworks Children's Therapy Network,678-424-8267,620 E. Powder Springs Street,Smyrna,GA,30080,Cobb,19 to 21
Dynamic Therapy Associates,770-974-2424,3105 Creekside Village Drive Suite 604,Kennesaw,GA,30144,Cobb,19 to 21
DynaVox Mayer-Johnson,770.283.7862,130 Arizona Avenue #412,Atlanta,GA,30307,DeKalb,19 to 21
"Easter Seals Southern Georgia, Inc.",(229) 439-7062,1906 Palmyra Road,Albany,GA,31701,Dougherty,19 to 21
Education Program Specialist - Autism,(404) 656-6244,1770 Twin Towers East 205 Jesse Hill Jr. Drive SE,Atlanta,GA,30334,Fulton,19 to 21
Effingham Satellite -Gateway Community Serv. Board,912/754-3030,P.O. Box 1086 204 East Madison Avenue,Springfield,GA,31329,Effingham,19 to 21
eLuma online therapy,(877) 496-3332 x701,2801 N. Thanksgiving Way #170,Lehi,UT,84043,,19 to 21
Emory Autism Center,(404) 727-8350,The Justin Tyler Truax Building 1551 Shoup Court,Atlanta,GA,30322,DeKalb,19 to 21
enAble Camp,,1200 Old Ellis Road Suite A,Roswell,GA,30076,Fulton,19 to 21
ERIC Clearinghouse on Disabilities & Gifted Educa.,703/264-9474,Council for Exceptional Children 1920 Association Drive,Reston,VA,20191,,19 to 21
Erin’s Hope for Friends,(678) 390-4812,"11940 Alpharetta Highway, #110",Alpharetta,GA,30009,Fulton,19 to 21
"Essential Communication, Inc.",770-817-0181,130 Prospect Place,Alpharetta,GA,30005,Fulton,19 to 21
Ethel Place/American Works,912/384-8637,919 E. Ethel Street,Douglas,GA,31533,Coffee,19 to 21
Evergreen Center,(508) 478-2631,345 Fortune Boulevard,Milford,MA,1757,,19 to 21
Exceptional Mind,(818) 387-8811,"13400 Riverside Drive, Suite 211",Sherman Oaks,CA,91423,,19 to 21
Exceptional OPS,770-631-1035,P.O. Box 2151,Peachtree City,GA,,Fayette,19 to 21
Family And Friends of Children with Autism,,Washington Street Community Center P.O. Box 226,Covington,GA,,Newton,19 to 21
FAST - Family Autism Support Team,(229) 259-2571,1500 N. Patterson Street,Valdosta,GA,31698,Lowndes,19 to 21
FOCUS Respite - Alpharetta,770-234-9111,180 Academy Street,Alpharetta,GA,30009,Fulton,19 to 21
Forsyth Autism & Special Needs Support Group,(770) 722-8925,The Vine Community Church 4655 Bethelview Road,Cumming,GA,30040,Forsyth,19 to 21
Ft. Benning Autism Support Group,(941) 979-2663,7117 Baltzell Avenue,Fort Benning,GA,31905,Chattahoochee,19 to 21
Fulton County Central Training Center,404-752-8766,"425 Langhorn Street, SW",Atlanta,GA,30310,Fulton,19 to 21
Fusion Autism Center - Athens,(866) 610-0580,"160 Caduceus Way, Building 600, Suite 101",Watkinsville,GA,30677,Clarke,19 to 21
Fusion Autism Center - Augusta,(762) 685-4340,1237 Augusta West Parkway,Augusta,Georgia,30909,Richmond,19 to 21
Fusion Autism Center - Dekalb County,(866) 610-0580,"465 Winn Way, Suite 130 & 140",Decatur,Georgia,30030,DeKalb,19 to 21
Fusion Autism Center - Pooler,(866) 610-0580,"105 Grand Central Blvd., Suites 101",Pooler,Georgia,31322,Chatham,19 to 21
Gainesville/Hall County Autism Parent Support Group,678-898-6828,5426 Amber Cove Way,Flowery Branch,GA,30504,Hall,19 to 21
"Generations Adult Day Services, Inc.",478-477-1289,2800 Northside Crossing,Macon,GA,,Bibb,19 to 21
Georgia Adult Autism Day Program,404-329-1041,"Ga. Community Support and Solutions 1945 Cliff Vally Way, Suite 220",Atlanta,GA,,DeKalb,19 to 21
Georgia Adult Autism Day Program (GAAP),(404) 329-1041,1955 Cliff Valley Way Suite 120,Atlanta,GA,,DeKalb,19 to 21
Georgia Autism Center,(770) 696-4384,"4046 Wetherburn Way, Ste. 1,",Peachtree Corners,GA,30092,Gwinnett,19 to 21
Georgia Autism Conferences,770-904-4474,,,GA,,Gwinnett,19 to 21
Georgia Autism Initiative,(404) 657-2850,"Georgia Department of Public Health 2 Peachtree Street, NW 11th Floor",Atlanta,GA,30303,Fulton,19 to 21
Georgia Autism Professionals,(678) 469-5835,1066 Sea oats Way,Lilburn,GA,30047,DeKalb,19 to 21
Georgia Center for Autism and Developmental Pediatrics (GCADP),(404) 748-6013,"6065 Roswell Rd NE, Suite 470",Sandy Spring,GA,30328,Fulton,19 to 21
Georgia Crisis and Access Line (BHL),404-420-3202,"Behavioral Health Link 75 Piedmont Avenue, Suite 910",Atlanta,GA,,Fulton,19 to 21
Georgia Dept. of Exceptional Children - Autism,404) 463-5281,1870 Twin Towers East 205 Jesse Hill Jr. Drive SE,Atlanta,GA,,Fulton,19 to 21
"Girl Scouts of Middle Georgia, Inc.",(888) 689-1912,330 Drayton Street,Savannah,GA,31401,Bibb,19 to 21
Goal Soccer,(678) 641-8608,Georgia Tech Campus Recreation Center Stamps Turf Fields,,,,,19 to 21
Goodwill Industries Workforce Development Services,912-354-6611,7220 Sallie Mood Drive,Savannah,GA,,Chatham,19 to 21
Great Prospects,(770) 314-4243,1425 Market Boulevard Suite 530-135,Roswell,GA,30076,Fulton,19 to 21
"Griffin Area Resource Center, Inc.",770/228-9919 x 22,P.O. Box 835 931 Hamilton Boulevard,Griffin,GA,30224,Spalding,19 to 21
HALO Group of Middle Georga,(478) 822-0162,900 Ball Street,Perry,Georgia,31069,Houston,19 to 21
"Hand, Hoof and Heart",(404) 971-8262,1580 Murdock Road,Marrietta,GA,30062,Cobb,19 to 21
Heart Song LLC,(678) 936-4269,605 West Avenue,Gainesville,GA,30501,Hall,19 to 21
Highland Rivers Center (Kaleidoscope),(706) 295-6425,6 Mathis Drive NW,Rome,GA,30165-7238,Floyd,19 to 21
Holistic Therapy and Consulting,(706) 813-4265,2340 Prince Avenue,Athens,GA,30606,Clarke,19 to 21
"House of Artists Foundation, Inc.",(404) 793-4431,2451 Cumberland Parkway SE. #3405,Atlanta,GA,30339,Fulton,19 to 21
iCan Shine Bike Camp - Dougherty,(229) 344-1714,PO Box 70722,Albany,GA,31708,Dougherty,19 to 21
InCommunity Atlanta,(470) 357-6671 X1048,"3301 Buckeye Road, Suite 700",Atlanta,GA,30341,DeKalb,19 to 21
"Inneractions Therapy Services, LLC - Cobb",770-726-9624,"1640 Powers Ferry Road Building 2, Suite 150",Marietta,GA,30067,Cobb,19 to 21
Institute for Behavioral Medicine,(770) 319-8013,696 Concord Road SE,Smyna,GA,30082,Cobb,19 to 21
Int'l Rett Syndrome Association,1-800-818-7388,4600 Devitt Drive,Cincinnati,OH,45246,,19 to 21
Invo Behavior and Therapy Services,(800) 356-4049,2550 Trade Center Drive,Evans,Georgia,30809,Columbia,19 to 21
Ivy Street School,(617) 620-7779,200 Ivy Street,Brookline,MA,2446,,19 to 21
Jacob's Ladder Neurodevelopmental Learning Center,770/998-1017,407 Hardscrabble Road,Roswell,GA,30075,Fulton,19 to 21
Kadiant - Forsyth,(866) 523-4268,"7360 McGinnis Ferry Rd, Suite 100,",John’s Creek,GA,30024,Forsyth,19 to 21
Kathryn M. York Adapted Aquatics Center,(706) 922-9664,Wilson Family Y 3570 Wheeler Road,Augusta,GA,30909,Richmond,19 to 21
Ken's Krew,(404) 431-1582,555 Madison Avenue,New York,NY,10022,,19 to 21
Kiddo's Clubhouse,678-527-3224,11539 Park Woods Circle Suite 502,Alpharetta,GA,30005,Fulton,19 to 21
Kids Enabled Magazine,404-401-9400,5579-B Chamblee Dunwoody Road,Atlanta,GA,,DeKalb,19 to 21
Kimbridge Music Therapy Services,404-934-0115,4485 Tench Rd Suite 1211,Suwanee,GA,30024,Gwinnett,19 to 21
Koru Kids Connections,(201) 639-4968,78 Dawsonville Way N Suite 140-38,Dawsonville,GA,30534,Dawson,19 to 21
L. Battlo,404-944-1501,7995 Woods Lane,Jonesboro,GA,,Clayton,19 to 21
"Law Offices of Dennise L. Grayson, LLC",(706) 310-1242,1 Third Street North,Watkinsville,GA,30677,Oconee,19 to 21
Law Offices of Kathleen M. Flynn,404-479-4431,315 West Ponce de Leon Avenue Suite 940,Decatur,GA,30030,DeKalb,19 to 21
Learn-2-Learn Educational Therapy,(678) 491-4513,"2900 Chamblee-Tucker Road Building 12, Suite 200",Atlanta,GA,30341,DeKalb,19 to 21
Learning Rx Center - Atlanta-Buckhead,(404) 458-8419,5252 Roswell Road Heritage Park Suite 100,Atlanta,GA,30342,Fulton,19 to 21
LearningRX Center - Alpharetta-Johns Creek,(404) 334-7913,"10220 Medlock Bridge Rd, Ste 101",Johns Creek,GA,30022,Fulton,19 to 21
Life & Enrichment Center,(478) 445-5726,1111 North Jefferson Street,Milledgeville,GA,31061,Baldwin,19 to 21
Lighthouse Counseling,770-251-5873,121 Jackson Steet,Newnan,GA,30263,Coweta,19 to 21
Lightway Psychological Services,(404) 491-1684,2801 Buford Highway NE Suite 503,Atlanta,GA,30329,DeKalb,19 to 21
LM Speech,(678) 358-7237,2547 Ridgewood Terrace NW,Atlanta,GA,30318,Fulton,19 to 21
MAAP Services For Autism/Aspergers/PDD/NOS,(219) 789-9874,P.O. Box 524,Crown Point,IN,46308,,19 to 21
Macys Autism Pals,(916) 289-3720,100 Harbor Pointe Circle,Brunswick,GA,31523,Glynn,19 to 21
Marcus Autism Center,(404) 785-9400,1920 Briarcliff Road,Atlanta,GA,30329,DeKalb,19 to 21
Maximum Potential Kids,(404) 483-5066,11389 Stockbridge Highway Suite 229,Alpharetta,GA,30022,Fulton,19 to 21
May Institute - Savannah,(912) 349-4843,"4 Mall Ct., Suite A",Savannah,GA,31406,Chatham,19 to 21
Milestones Therapy,(229) 402-7188,117 3rd Street E,Tifton,GA,31794,Tift,19 to 21
My Goal Resources,(877) 886-9462,P.O. Box 531,Monmouth Junction,NJ,8852,,19 to 21
National Autism Association,877-622-2884,"One Park Avenue, Suite 1",Portsmouth,RI,2871,,19 to 21
New Directions Adult Autism Program,(678) 926-3598,4545 Suwanee Dam Road,Suwanee,GA,30024,Gwinnett,19 to 21
New Heights Academy,(770) 912-3875,6225 Atlanta Highway Suite 110,Alpharetta,GA,30004,Forsyth,19 to 21
Newnan Family Chiropractic,(770) 683-9105,197 Jefferson Pkwy,Newnan,GA,30263,Coweta,19 to 21
Next Behavioral Solutions,(706) 905-5525,"6003 Veterans Parkway, Suite 219",Columbus,GA,31909,,19 to 21
North Fulton Autism Support Group,(678) 315-2498,,Johns Creek,Ga,,Fulton,19 to 21
North Fulton County Training Center,404-303-6166,"5025 Roswell Road, NE",Atlanta,GA,,Fulton,19 to 21
Northstar Psychological Services,(770) 667-3877,120 Vann Street Suite 100,Marietta,GA,30060,Cobb,19 to 21
Northwest Georgia Center for Independent Living,(706) 314-0008,242 North 5th Avenue,Rome,GA,30165,Floyd,19 to 21
Organization for Autism Research (OAR),(703) 243-9710 X 229,"2000 North 14th Street, Suite 300",Arlington,VA,22201,,19 to 21
Owl Ridge Equestrian Center,(770) 715-9685,345 Bluebird Acres Road,Woodstock,GA,30188,Cherokee,19 to 21
PAC (Parents of Autistic Children) of Northwest Georgia,(706) 528-2908,"1 Rosalyn Court, SW",Rome,GA,30165,Floyd,19 to 21
Pankaj Gaur,(928) 273-3565,"1170 Azalea Circle, SE",Conyers,GA,30013,Rockdale,19 to 21
Paradise Grove Adult Care Center Inc,(770) 882-8401,10854 Paladin Drive,Hampton,GA,30228,Clayton,19 to 21
Parent of Autistic Children of NW Georgia (PAC),(706) 528-2908,Etowah Senior Center 1325 Kingston Highway NE,Rome,GA,30165,Floyd,19 to 21
Parenting ADHD & Autism,,PO Box 1376,Skyland,NC,28776,,19 to 21
Pathways Autism Center,(678) 691-2206,50 Plaza Way NW Suite A,Marietta,Georgia,30060,Cobb,19 to 21
Pathways Autism Center - McDonough Center,(678) 691-2206,382 Racetrack Road,McDonough,Georgia,30252,Henry,19 to 21
Pathways Autism Center - Sandy Springs Center,(678) 691-2206,6849 Peachtree Dunwoody Rd Building A-1,Atlanta,Georgia,30328,Fulton,19 to 21
Peaceful Pieces Sensory Center,,P.O. Box 452,Ringgold,GA,30736,Catoosa,19 to 21
Pieces to the Puzzle,(470) 262-1002,Gracepointe Church 7915 Dallas-Acworth Hwy.,Dallas,GA,30157,Paulding,19 to 21
Positive Behavior Support Corporation,(855) 832-6727 Ext. 1890,7108 S Kanner Highway,Stuart,FL,34997,,19 to 21
Positive Behavior Supports Corporation,(855) 832-6727 ext:1414,260 Peachtree Street NW,Atlanta,Georgia,30303,Fulton,19 to 21
Positively Autism,Contact by email only,,,,,,19 to 21
PRISM,(765) 387-7476,12035 North Hickory Trace,ALPHARETTA,GA,30004,Fulton,19 to 21
Putnam Jasper Support Services,(706) 484-2845,149 Sara Lee Drive,Eatonton,GA,31024,Putnam,19 to 21
Puzzle Pieces Intervention Center,(478) 919-8606,"114 Constitution Drive, Suite 300",Warner Robins,GA,31088,Houston,19 to 21
Reaching Milestones - Augusta,(706) 863-9699,"624 Ponder Pl Dr,",Evans,Georgia,30809,Richmond,19 to 21
Readable Clinic,(678) 697-6049,4851 Lula Street,Lilburn,GA,30047,Gwinnett,19 to 21
Reclif,(678) 691-5426,"3200 Pointe Parkway, Suite 200",Peachtree Corners,GA,30092,Gwinnett,19 to 21
Recovery Warriorz,(678) 754-2694,1700 Northside Dr Suite A7 #1288 Atlanta Ga 30318,Atlanta,Georgia,30318,Fulton,19 to 21
Resource Education Solutions,(404) 256-5500,776 Windsor Parkway Sandy Springs Georgia 30342,Sandy Springs,GA,30342,Fulton,19 to 21
Rising Height Counseling - Griffin,(678) 224-7404,126 W Solomon Street Suite 4,Griffin,GA,30223,Spalding,19 to 21
River Edge Family Support/Autism Funding,(478) 803-7657,175 Emery Highway,Macon,GA,,Bibb,19 to 21
Rockdale County Autism Support Group,(404) 358-6253,PO Box 381,Conyers,GA,30012,Rockdale,19 to 21
Rockldale County Autism Support Group,404-358-6253,PO Box 381,Conyers,GA,30012,Rockdale,19 to 21
Roswell GA - SNAPS – Special Needs and Parent Support,,St. Peter Chanel Catholic Church 1330 Woodstock Road,Roswell,GA,30075,Fulton,19 to 21
S.K.I.P. (Spectrum Kommunity Inclusion Project),770-617-8775,c/o Spectrum PO Box 3132,Suwanee,GA,30024,Gwinnett,19 to 21
"Saddle-Up Therapeutic Riding Center, Inc.",(912) 288-6324,6844 Tanglewood Drive,Blackshear,GA,31516,Pierce,19 to 21
"Shrub Oak International School, LLC.",(914) 885-0110,3151 Stoney Street,Shrub Oak,NY,10547,,19 to 21
Sky Zone Trampoline Park - Suwanee,(678) 745-9900,560 Old Peachtree Rd NW #300,Suwanee,GA,30024,Gwinnett,19 to 21
